Sector,Suprafata_mp,Numar_Camere,Etaj,An_Constructie,Distanta_Metrou_km,Bai,Balcon,Pret_Euro
5,37.5,4,0,1970,0.28,2,1,56200.0
4,35.0,1,9,2017,0.63,1,1,54200.0
3,30.0,4,0,2008,0.1,2,0,90200.0
1,87.3,3,3,1972,0.47,1,1,187900.0
1,67.4,2,1,2024,2.19,2,1,152300.0
2,92.7,4,10,1973,3.24,1,1,137100.0
3,105.7,1,6,2010,0.38,1,1,182000.0
4,72.5,2,1,2006,0.93,1,0,92500.0
5,73.6,1,9,2020,0.95,1,0,98700.0
5,58.4,5,1,1984,3.1,1,0,79000.0
4,61.3,3,4,1977,2.16,2,1,78900.0
6,88.2,5,3,2007,1.08,2,1,160800.0
2,65.6,3,7,2019,1.67,1,1,180200.0
5,62.0,4,3,1988,2.82,2,1,79400.0
3,69.5,2,5,2016,0.1,1,1,131600.0
2,92.2,4,4,1995,0.77,1,1,248000.0
3,52.7,3,10,2008,3.57,1,1,62500.0
1,68.3,3,1,1979,2.02,2,0,101300.0
2,76.1,3,10,2007,1.17,2,0,139400.0
5,99.0,1,7,1983,1.13,1,1,94700.0
2,64.0,2,1,2018,0.64,1,1,160900.0
2,52.1,4,8,2010,1.1,1,1,145900.0
2,57.9,4,8,1988,1.6,1,1,96700.0
6,96.3,5,2,1999,0.81,1,0,189700.0
2,120.8,3,3,1974,1.88,1,1,194500.0
3,37.2,3,7,2024,2.96,2,1,92100.0
1,42.6,3,8,2000,0.25,2,1,122400.0
4,65.8,4,2,1976,0.9,1,1,100200.0
2,72.8,5,4,1988,0.79,1,1,167300.0
5,89.7,1,10,2000,1.74,1,1,87400.0
2,47.7,2,7,2021,0.43,2,1,130300.0
5,43.4,1,2,2008,1.53,2,1,56400.0
3,73.5,4,6,1993,3.15,2,1,126200.0
5,63.5,3,10,2003,0.81,1,0,94900.0
4,93.2,2,7,1992,3.63,2,0,70700.0
1,82.2,4,9,2017,5.0,1,0,217300.0
5,83.9,4,10,2014,0.17,1,0,173000.0
5,67.4,4,2,2009,0.4,1,1,141700.0
1,128.9,2,1,1975,4.51,1,1,154700.0
4,49.1,2,9,2007,4.77,2,0,55100.0
2,85.3,5,6,2010,0.15,2,0,340900.0
5,38.3,5,8,2005,0.1,1,0,98200.0
1,43.2,1,0,1996,0.26,1,1,74700.0
3,54.8,2,2,1980,5.0,1,1,56000.0
1,110.7,2,4,1974,0.3,1,1,244200.0
3,76.6,2,2,1986,1.05,1,1,74700.0
4,55.2,5,0,2021,2.83,2,0,115400.0
2,79.4,4,6,1976,0.1,2,1,198500.0
1,70.9,3,6,1996,1.39,2,0,161300.0
6,57.7,5,9,2016,0.49,2,1,131900.0
5,35.1,2,7,1984,2.97,1,1,29000.0
4,106.0,5,4,2015,0.5,1,1,260800.0
1,75.2,1,9,1982,1.74,1,1,92000.0
5,124.3,2,4,1980,1.68,1,1,127400.0
1,93.5,1,4,2014,0.38,2,0,219800.0
3,83.8,2,0,1995,0.1,1,0,117000.0
1,59.1,5,9,1991,0.79,1,1,156800.0
6,42.6,4,4,1997,0.51,1,1,75200.0
1,64.6,3,5,1993,2.48,2,0,120000.0
1,41.9,1,0,1998,2.42,1,1,55900.0
6,86.3,5,10,1978,0.92,2,1,103600.0
4,110.8,4,6,2011,1.4,2,1,191500.0
1,63.5,5,0,1973,1.39,1,1,139800.0
6,93.6,1,10,2018,2.63,1,1,84700.0
5,52.8,3,1,2015,0.83,2,1,101700.0
3,62.4,5,1,1987,0.48,1,1,103800.0
3,49.6,2,4,2012,0.46,2,1,97900.0
1,30.0,4,9,1985,1.15,1,1,63900.0
4,69.1,5,6,2002,0.89,1,1,152800.0
4,73.2,4,0,1998,0.87,2,0,102500.0
5,96.6,2,9,2008,0.14,2,0,121600.0
1,89.9,3,0,1979,1.9,2,1,132800.0
3,90.2,3,0,1978,0.36,2,1,119200.0
4,45.6,2,5,2000,0.33,2,1,87300.0
1,81.5,4,1,1997,0.8,2,0,200000.0
4,109.6,5,0,1972,0.39,2,0,189900.0
6,79.5,2,5,2023,1.32,1,1,119100.0
4,115.7,1,1,2024,0.7,1,0,195900.0
3,120.5,4,5,1983,0.89,2,0,150800.0
2,63.3,3,9,1994,1.16,1,1,102500.0
5,52.6,2,7,1984,0.34,1,0,56900.0
5,51.0,3,1,1971,0.25,1,1,59000.0
3,32.1,4,10,1993,3.19,1,1,62900.0
4,57.0,3,8,1983,0.85,1,0,71000.0
1,100.2,2,7,2017,0.8,1,1,258600.0
4,30.0,4,9,1976,0.1,2,1,54700.0
3,44.1,1,0,2005,1.03,1,1,50100.0
5,66.8,2,6,2019,1.21,1,1,91800.0
4,48.1,5,9,1993,1.23,1,1,80800.0
5,56.8,2,5,1996,1.84,1,1,61600.0
1,57.2,4,5,2006,0.29,1,1,171500.0
5,63.6,2,5,2007,0.44,2,1,96500.0
5,51.8,1,5,1999,2.5,1,0,45100.0
2,49.7,1,9,1996,4.41,2,0,49900.0
2,93.4,5,6,2008,0.22,1,0,346400.0
6,96.2,3,2,1984,1.03,1,1,97800.0
2,35.5,4,5,1995,0.36,1,0,92500.0
5,30.0,4,2,1970,0.1,1,1,49300.0
3,96.6,3,6,1973,0.59,2,1,153500.0
5,39.3,1,6,1998,0.23,2,0,52900.0
3,75.3,1,7,1970,1.86,1,1,76300.0
3,30.9,2,1,2012,1.14,1,1,58300.0
2,102.4,5,8,2019,0.23,1,0,374600.0
4,133.6,5,4,2015,0.1,1,1,406900.0
1,74.6,5,8,1991,2.48,2,1,188300.0
2,67.6,2,9,1980,0.29,1,1,106600.0
2,61.9,5,4,1979,1.4,2,0,122800.0
4,89.5,3,6,1986,0.62,1,1,111900.0
1,84.2,2,10,2005,1.32,1,1,151700.0
5,95.1,3,8,2016,0.57,1,1,139400.0
6,54.3,2,3,1995,0.14,1,0,72800.0
6,78.5,5,1,2017,0.38,2,1,177900.0
5,56.4,3,8,1990,0.31,1,1,66500.0
2,43.6,3,1,1982,0.84,2,1,72400.0
1,69.0,3,2,1978,1.61,1,1,113600.0
2,46.9,2,9,1980,0.46,2,1,80100.0
3,99.3,4,1,1980,0.1,1,1,161600.0
2,48.5,5,2,1975,1.1,2,1,122700.0
2,79.1,3,5,1970,1.4,2,1,139600.0
5,54.9,4,2,2023,4.94,2,0,102400.0
5,76.9,5,9,1975,1.34,1,1,110000.0
5,56.9,5,7,1982,0.96,2,1,90200.0
6,38.6,3,10,1991,1.28,1,0,47500.0
3,82.1,3,5,2000,3.94,1,1,129100.0
5,64.1,2,6,1991,2.64,1,0,58200.0
1,77.1,4,0,2006,0.59,1,1,200700.0
6,59.3,4,2,2016,0.41,2,1,121100.0
4,36.8,3,2,1996,0.46,1,0,56500.0
1,97.1,5,1,2019,1.05,1,1,399600.0
1,88.4,3,6,2021,2.04,1,0,206100.0
5,55.8,5,8,1983,1.05,1,1,82200.0
4,71.7,5,3,2016,0.11,2,1,213000.0
4,96.1,3,4,1974,1.93,1,1,111900.0
6,58.6,1,2,2005,2.46,1,0,53400.0
4,62.5,4,10,2001,0.51,1,0,116500.0
3,76.1,5,8,2003,1.64,2,1,185800.0
5,58.5,5,3,1976,0.83,2,1,108600.0
4,91.4,1,4,2011,3.3,2,0,122200.0
6,65.8,2,0,2017,2.8,1,0,52200.0
3,50.4,1,10,1979,1.12,1,0,46900.0
2,85.2,1,1,2019,1.76,1,1,136100.0
2,41.4,5,8,1986,3.22,1,1,88000.0
3,120.4,4,1,1999,1.03,1,0,217100.0
6,109.6,1,4,1990,0.56,2,1,107200.0
3,82.8,2,7,1982,2.1,1,0,81800.0
5,80.7,3,2,1970,0.37,1,1,93000.0
5,79.6,1,5,1970,0.74,2,1,80500.0
2,57.8,1,3,2016,3.01,2,1,105400.0
4,77.4,2,10,2002,1.93,1,1,108500.0
6,46.9,4,6,2007,0.78,1,1,82000.0
2,82.6,1,9,1994,0.36,1,1,124200.0
4,91.7,1,2,1995,0.66,1,1,106500.0
4,60.5,4,5,1982,0.5,1,1,101800.0
5,55.1,2,9,1997,0.29,1,0,53700.0
1,39.7,1,8,2002,2.04,2,1,69800.0
1,106.4,4,10,2006,0.44,2,1,307200.0
3,57.1,1,9,2010,0.91,1,0,88300.0
5,65.0,3,0,1999,0.73,1,0,70900.0
4,77.5,5,2,2018,5.0,1,1,157500.0
6,77.1,3,1,2017,0.74,2,0,120700.0
1,88.7,1,7,1977,0.13,1,1,137000.0
4,60.5,2,6,2018,0.14,1,1,101000.0
1,41.5,5,1,2016,1.34,1,1,154100.0
1,37.2,3,5,1970,1.37,1,1,71500.0
1,55.5,4,2,1981,0.81,2,1,140100.0
6,46.2,2,7,1974,0.85,1,1,45900.0
5,62.4,3,9,1993,0.1,1,0,77700.0
6,102.7,4,2,1975,1.09,1,1,104800.0
2,60.6,1,9,1994,1.05,1,0,76100.0
4,60.6,4,8,1970,0.24,2,0,94200.0
5,69.6,3,0,1994,0.16,2,1,88500.0
5,59.9,3,4,1970,0.2,1,0,75700.0
5,68.3,1,2,2001,0.16,1,1,89000.0
5,83.5,4,5,2011,1.41,1,0,124100.0
6,92.1,4,9,2011,0.33,1,0,149200.0
5,95.1,1,1,1972,0.43,1,0,71700.0
3,121.4,4,8,2018,0.29,2,0,334800.0
4,84.2,1,5,1988,4.75,1,1,60100.0
5,125.9,2,6,2012,2.89,1,1,164600.0
4,50.6,3,4,1998,0.39,1,1,91700.0
3,122.3,2,8,2019,0.6,2,1,252300.0
3,60.5,5,0,1971,0.35,1,0,97900.0
4,62.9,5,4,1978,1.02,2,1,127400.0
1,67.0,5,10,1986,0.1,1,0,202900.0
2,64.5,1,9,2015,1.67,1,1,107100.0
1,72.1,4,10,2005,1.11,2,1,209600.0
1,55.5,2,5,1986,3.43,1,1,75900.0
6,90.7,2,6,2018,0.27,2,1,128900.0
1,56.2,2,3,1981,2.45,1,1,78400.0
5,86.4,2,0,1989,2.36,1,1,71000.0
6,108.2,5,10,2019,0.2,1,1,217100.0
6,61.1,2,7,1972,0.76,1,0,51600.0
3,89.9,4,9,2012,0.28,1,1,224400.0
1,84.0,5,3,2019,0.44,1,1,360900.0
3,126.3,2,2,1973,0.46,2,1,166200.0
4,57.4,1,6,1986,1.22,1,0,49900.0
2,89.9,3,1,2019,0.8,1,1,212600.0
6,30.0,3,7,2006,4.43,1,1,31600.0
4,57.6,3,5,2015,0.2,1,1,121400.0
4,78.8,5,6,2011,5.0,1,0,165900.0
5,104.8,2,4,1984,0.39,2,1,122300.0
2,39.4,5,8,2002,2.22,2,1,100800.0
4,89.7,4,4,1985,0.62,1,1,120000.0
4,68.4,1,10,1980,0.23,2,1,72400.0
2,32.0,1,4,2024,2.93,1,1,74800.0
2,74.5,3,2,1989,0.55,2,0,144400.0
4,112.7,3,10,2007,1.61,2,0,168400.0
2,42.0,3,0,1993,1.25,2,1,78900.0
4,67.3,2,1,2023,0.96,1,1,122700.0
4,45.3,4,7,1985,1.03,1,0,64300.0
5,58.3,4,0,1999,1.98,1,1,80500.0
1,105.8,4,6,2003,0.14,2,1,339600.0
4,63.2,4,4,1970,1.65,1,1,81000.0
3,105.0,3,2,1993,3.39,2,0,161300.0
6,97.7,1,10,1993,0.1,1,0,100600.0
1,60.9,3,6,1978,0.23,2,1,124400.0
1,57.4,4,8,1991,1.89,1,1,138600.0
1,47.6,3,1,1981,0.86,1,1,98200.0
5,46.7,4,7,1986,0.78,1,1,65400.0
4,78.8,5,8,1994,0.22,1,1,151700.0
5,69.5,1,10,1997,1.06,1,1,60900.0
4,54.4,5,2,1984,0.2,2,1,113800.0
5,31.3,2,1,1999,0.97,1,1,32500.0
5,72.7,3,6,2020,2.16,1,1,114600.0
6,58.3,2,4,1996,0.45,2,0,60100.0
3,65.1,3,4,1991,0.98,1,1,97300.0
5,77.6,5,9,1979,5.0,2,0,94400.0
6,30.0,4,4,2000,1.74,2,1,58200.0
2,31.7,4,3,1996,2.76,1,1,71500.0
3,127.4,3,4,1981,0.8,1,0,204200.0
5,57.3,4,3,2015,2.19,1,1,101500.0
1,30.0,5,5,2000,0.1,2,1,137900.0
2,33.8,4,3,2001,0.2,1,1,99400.0
2,132.1,5,1,2001,0.34,1,0,402300.0
6,52.4,2,8,2010,0.77,2,1,65800.0
2,99.0,5,1,2014,2.8,1,0,258700.0
3,73.0,1,8,2004,0.64,2,0,100600.0
5,57.9,1,9,2022,1.59,2,0,84900.0
5,89.4,1,5,2015,1.85,1,0,92600.0
1,30.0,3,8,1990,1.32,2,1,53200.0
6,34.0,3,8,1979,0.66,2,1,39400.0
1,57.7,3,2,1985,1.29,1,1,110900.0
2,36.4,5,0,1976,0.63,1,1,83400.0
1,55.5,3,0,1973,0.13,1,0,114300.0
3,91.3,2,2,1996,5.0,1,1,108400.0
5,73.3,1,4,2021,0.2,2,0,117800.0
2,103.3,5,2,2024,0.11,1,1,375500.0
1,74.9,1,8,1994,3.16,2,1,106100.0
6,94.8,3,8,2000,0.54,1,0,132600.0
3,68.4,5,2,1980,1.58,1,1,126600.0
3,55.2,4,2,2017,0.6,2,0,164900.0
1,107.0,2,4,1989,0.75,2,1,193800.0
5,52.3,3,1,2005,0.46,1,0,70000.0
1,78.6,3,5,2023,0.63,1,1,272600.0
2,89.2,2,6,2023,0.79,1,0,251600.0
1,91.0,2,8,2024,1.91,1,1,225100.0
3,40.9,4,5,1986,1.07,1,1,61800.0
1,96.3,3,2,2014,4.31,1,1,216800.0
5,45.5,3,4,1980,0.1,2,1,54400.0
6,90.3,1,3,1999,1.05,1,1,82800.0
4,83.4,5,4,2004,1.32,2,1,193100.0
1,90.5,5,7,2010,3.79,2,0,304500.0
5,39.9,1,7,2007,0.1,1,0,50300.0
5,84.7,5,5,1991,1.28,2,1,150600.0
6,97.1,2,0,2022,2.88,1,1,105300.0
3,74.8,5,7,2012,0.42,2,1,220200.0
5,49.5,5,7,2017,3.13,1,0,94800.0
5,93.0,1,1,2020,0.1,1,1,136100.0
5,72.8,4,3,1996,1.98,2,0,107700.0
5,30.0,5,1,2006,4.06,1,1,58700.0
2,47.6,5,3,2015,1.61,2,1,154700.0
2,56.8,4,9,2018,0.87,2,0,167700.0
3,107.6,1,6,2004,0.1,1,1,174400.0
1,103.3,4,8,1973,3.79,1,0,157300.0
5,103.2,1,7,1985,0.95,1,1,88400.0
6,75.8,2,8,1985,0.1,1,1,70100.0
1,92.8,1,7,1990,1.76,2,1,164700.0
6,41.5,2,1,1995,0.99,1,1,40700.0
1,70.2,2,6,2005,0.2,1,0,171100.0
3,81.3,1,1,1988,0.36,2,1,92400.0
5,43.1,3,10,1986,0.1,1,1,49200.0
5,75.2,1,1,2014,1.28,2,1,86800.0
4,112.2,5,3,1995,1.46,1,0,238700.0
6,84.0,5,0,1991,1.06,2,1,112600.0
1,92.9,3,4,2024,2.55,1,1,267300.0
1,30.0,2,5,1997,2.96,1,1,49600.0
2,108.9,3,8,1970,1.43,1,1,148800.0
4,65.3,5,9,2013,0.1,1,1,166700.0
2,50.8,3,7,2005,1.78,2,1,113600.0
2,65.6,1,1,2012,0.81,1,1,102600.0
2,32.9,3,0,2006,1.25,2,0,70700.0
6,96.2,2,1,1971,1.57,1,1,77600.0
6,61.6,1,6,1986,0.65,1,1,44500.0
3,51.5,4,3,2009,3.74,1,1,78600.0
3,65.8,5,9,2007,0.22,1,1,163700.0
2,98.0,5,4,1990,1.67,1,1,238300.0
4,73.3,3,6,1978,0.1,1,0,120100.0
1,34.8,1,2,1982,3.88,2,1,50700.0
6,81.6,4,9,1980,0.18,1,1,88400.0
4,46.8,1,1,1985,0.15,1,1,46300.0
5,30.0,5,6,1985,0.61,1,1,57200.0
6,107.4,1,4,1971,0.7,1,1,89200.0
6,81.4,4,0,2011,0.36,2,0,122600.0
3,68.0,3,0,2013,1.32,1,1,114700.0
1,61.4,2,8,1977,0.88,1,1,88400.0
1,104.9,1,4,2012,0.1,1,1,250500.0
5,147.2,2,0,2011,0.58,1,1,196900.0
5,81.2,5,6,1982,2.49,1,0,114400.0
6,44.3,3,8,1986,1.76,2,0,46900.0
2,66.1,3,10,2008,1.94,1,1,131800.0
3,80.8,1,0,1993,1.8,1,1,81400.0
3,30.0,3,9,1972,0.56,2,1,52100.0
6,78.4,1,3,1999,0.16,1,1,87600.0
4,80.9,1,2,2021,0.48,2,1,145600.0
2,103.2,2,4,1982,2.67,1,1,124500.0
6,100.6,3,6,1988,5.0,2,0,79100.0
2,72.8,1,7,1976,1.02,1,1,88400.0
2,107.9,2,1,1978,0.1,1,1,196400.0
2,120.9,4,6,1988,0.23,1,0,261100.0
6,70.7,2,0,2014,0.58,1,1,82400.0
3,80.5,2,6,2023,1.3,1,1,149500.0
3,30.0,1,7,2009,0.12,1,1,49700.0
2,33.7,5,1,1991,4.31,1,0,86600.0
4,49.0,5,8,1987,0.68,1,1,82100.0
1,58.9,5,0,1992,3.66,1,0,135400.0
6,42.6,2,5,1971,2.27,2,0,34800.0
1,69.1,1,0,2019,2.11,2,1,134900.0
4,59.7,3,2,2019,1.4,1,1,122400.0
6,96.8,2,10,1980,1.48,1,1,69400.0
2,58.1,2,5,2000,1.52,1,1,99900.0
3,30.0,1,2,2002,1.49,1,1,50200.0
1,73.1,4,7,1983,1.21,2,1,169100.0
5,69.6,2,4,1985,5.0,1,1,57900.0
5,48.4,4,1,1980,1.98,1,1,64300.0
4,72.4,4,3,2002,2.25,2,1,135600.0
2,43.1,5,8,1976,3.09,1,1,100300.0
1,78.2,1,3,2000,0.36,2,0,177100.0
2,135.8,4,9,2017,0.13,2,1,455000.0
1,30.0,1,9,2015,0.99,1,1,55500.0
4,57.1,5,7,2016,1.08,1,1,127700.0
4,53.1,1,4,1983,2.65,1,1,41900.0
5,59.2,2,10,1997,0.88,1,0,64600.0
2,95.5,4,10,2022,1.27,1,1,216700.0
6,83.6,1,9,2012,1.12,2,1,86500.0
5,91.2,3,0,1985,0.1,1,0,74100.0
2,70.8,1,6,1988,1.43,1,1,79800.0
5,36.9,4,2,1986,2.64,1,1,47300.0
6,42.1,5,9,1995,0.26,2,1,95600.0
3,88.7,5,7,1975,1.35,1,1,163600.0
3,74.3,4,2,2012,1.35,2,1,166400.0
3,101.5,2,0,2018,0.27,1,1,216800.0
3,77.3,2,4,1978,0.2,1,1,110700.0
1,40.4,5,1,2019,5.0,2,1,137200.0
3,57.0,5,10,1986,0.75,2,1,101100.0
6,84.1,4,3,2000,0.39,1,1,135800.0
4,87.8,2,0,1981,0.28,1,1,87200.0
4,91.4,5,8,1992,1.65,2,1,160200.0
1,43.8,2,5,2023,1.41,1,1,121300.0
3,40.0,5,7,2023,1.55,1,1,147300.0
3,65.3,1,10,1974,0.14,2,1,82600.0
3,106.0,3,3,2012,3.36,1,0,148600.0
5,52.7,1,8,2005,0.74,1,0,55500.0
2,81.4,5,1,2005,0.56,1,0,211500.0
5,81.4,3,8,1972,0.93,1,0,73900.0
2,89.0,3,4,1993,0.74,2,1,168400.0
3,111.6,5,5,2024,2.99,1,0,290100.0
3,109.0,5,2,1986,3.97,1,1,150000.0
5,55.1,2,3,2008,0.54,1,0,77500.0
5,30.0,5,5,1995,2.99,2,1,55600.0
2,53.0,4,6,1973,2.28,1,1,94400.0
4,71.9,5,0,2024,4.01,2,0,178800.0
2,61.0,4,6,2014,0.42,1,1,165200.0
5,119.2,5,0,1981,1.29,2,0,147000.0
6,70.5,2,4,1970,0.48,1,1,54700.0
5,86.3,4,5,1990,2.61,2,1,114600.0
6,75.4,1,1,1988,0.1,1,1,67400.0
1,61.3,4,9,1990,1.25,1,0,143500.0
5,30.0,2,8,2021,0.62,2,1,49500.0
1,68.0,4,9,1987,0.58,2,1,164600.0
4,151.4,5,5,2012,1.55,1,1,401700.0
2,38.9,5,6,2021,2.86,2,1,151700.0
6,30.0,2,9,1972,1.41,1,1,23300.0
2,118.4,3,7,2018,2.88,2,1,239800.0
1,88.6,5,10,2013,0.46,1,0,310200.0
6,74.7,1,9,2001,1.1,1,0,61200.0
2,104.1,2,0,1979,0.9,1,1,135100.0
5,49.2,4,7,2009,0.1,1,0,88500.0
3,67.3,4,3,1984,1.22,2,0,110700.0
1,93.9,1,9,1974,1.62,1,0,125200.0
2,122.8,5,7,1973,1.34,1,1,247500.0
1,40.8,2,5,1997,2.0,1,1,69000.0
1,102.0,1,10,2022,1.27,2,1,257300.0
6,79.5,5,8,2021,0.1,1,0,155800.0
6,74.1,2,10,2020,0.19,1,1,107800.0
3,69.8,4,3,2022,1.36,2,1,197000.0
5,35.4,2,1,1973,0.48,1,1,35100.0
1,94.1,3,1,1984,0.12,2,1,196300.0
2,50.4,2,4,1986,0.84,2,1,84700.0
4,43.0,3,9,2013,1.21,1,1,69100.0
1,92.1,2,8,1972,0.6,2,0,146800.0
1,89.7,3,2,1979,1.91,2,0,160300.0
3,72.0,4,7,2016,1.55,1,0,151900.0
5,97.0,5,3,2011,0.61,1,1,232900.0
4,105.6,3,5,1992,2.11,2,0,123500.0
6,102.7,3,9,1987,1.57,1,1,95000.0
6,56.8,4,5,1970,1.52,2,0,70500.0
2,95.4,3,2,2004,1.21,1,1,193500.0
4,75.3,1,4,2022,0.1,1,1,157900.0
6,113.1,4,2,2000,1.79,1,1,161800.0
2,66.9,1,10,2013,0.71,1,1,124600.0
5,61.1,4,10,1970,4.29,1,0,60600.0
2,54.7,3,0,1972,2.56,2,1,71400.0
6,74.7,1,6,1972,1.33,2,0,60500.0
3,81.7,3,3,2006,0.44,2,1,180000.0
3,82.1,4,6,1988,0.34,1,1,155600.0
3,78.7,3,2,1998,0.62,2,0,144700.0
6,86.8,1,10,1994,0.97,1,0,73900.0
3,64.4,1,4,2002,0.53,2,1,100200.0
4,48.2,3,4,2005,1.09,1,1,94100.0
5,46.0,2,1,1998,0.27,2,1,53900.0
2,94.4,4,10,1995,5.0,2,1,169400.0
2,81.8,4,9,1973,0.17,1,1,169800.0
6,30.0,3,1,2018,4.03,1,0,33800.0
3,97.4,2,3,1983,3.67,1,1,94600.0
3,117.0,1,3,2019,1.12,1,0,196200.0
1,52.1,5,3,1996,1.94,1,1,172700.0
5,78.4,5,5,2002,0.86,1,1,150200.0
4,58.2,3,1,1991,1.49,1,0,70400.0
2,85.7,2,5,2017,0.62,2,1,166000.0
1,40.8,2,6,1972,0.54,1,1,83100.0
1,68.2,4,10,1992,1.29,2,1,144000.0
6,94.5,1,9,1990,1.03,2,0,79400.0
2,100.9,2,2,2010,1.3,1,0,203500.0
6,80.7,5,10,1992,0.51,1,1,130100.0
4,61.5,1,7,1973,0.69,2,1,68700.0
1,30.2,1,1,1990,0.13,2,1,71200.0
1,51.1,3,10,2006,0.1,1,0,137700.0
5,58.3,2,7,2012,0.44,2,1,98000.0
4,52.6,3,10,2000,0.12,2,1,99500.0
1,71.5,2,4,1990,0.16,2,1,182200.0
4,61.5,4,1,1995,2.51,2,1,88500.0
2,74.3,3,6,2010,0.1,1,1,222300.0
3,100.1,3,1,2004,1.61,2,1,182300.0
1,59.8,5,5,2007,0.48,2,1,245100.0
5,35.4,3,9,1993,3.08,1,1,37100.0
2,52.5,2,2,1980,1.0,2,1,82600.0
4,84.6,5,8,2010,0.55,1,1,207200.0
6,86.9,3,2,1998,1.09,1,1,88200.0
2,80.2,3,10,2016,0.72,1,0,198500.0
1,102.5,4,2,2024,1.25,1,0,375400.0
4,65.3,3,4,1972,0.18,1,0,94600.0
3,121.3,1,6,1970,5.0,2,0,100400.0
2,90.5,5,7,2021,0.83,1,0,282400.0
1,30.0,1,10,2023,0.64,1,1,70600.0
5,115.0,5,6,1988,1.86,1,1,163300.0
6,50.8,4,8,2015,0.68,1,1,91000.0
4,44.1,3,4,2018,2.69,2,0,83600.0
2,83.1,3,9,1991,0.91,2,0,152200.0
2,30.0,3,10,1983,1.91,2,1,49400.0
3,52.6,5,2,2018,0.17,1,1,200300.0
3,108.9,3,5,1983,2.81,1,1,143700.0
5,83.9,1,4,2013,2.0,2,1,114600.0
6,90.3,3,3,1985,0.36,2,1,112200.0
5,53.6,4,1,2002,0.24,1,1,104800.0
1,31.5,1,6,1982,0.57,2,1,49700.0
1,87.7,3,4,2007,5.0,2,1,170000.0
5,93.3,3,3,2018,0.45,2,1,192100.0
6,92.1,2,7,1981,0.91,1,1,80300.0
5,75.2,5,8,2024,0.1,2,1,218100.0
6,45.8,1,8,2020,0.76,1,0,59800.0
6,130.9,2,2,2007,1.27,1,1,156900.0
4,82.0,4,2,2008,4.59,1,1,142600.0
6,65.7,5,4,2002,1.09,1,1,124400.0
3,65.8,1,4,2002,2.56,1,1,81100.0
6,73.7,3,9,1998,1.19,1,1,75400.0
6,96.7,1,1,1974,0.1,2,1,81000.0
6,74.7,3,0,1975,0.57,2,1,86500.0
1,91.5,5,7,2000,1.29,2,0,310100.0
3,73.8,3,2,1985,4.51,1,1,87900.0
3,67.2,4,0,2000,2.94,1,0,122600.0
5,86.0,3,0,1994,0.39,2,0,88300.0
4,85.1,4,10,2017,0.37,1,1,200200.0
6,65.8,5,1,2015,0.34,2,0,126400.0
2,51.3,5,5,2002,3.84,2,1,132500.0
4,78.5,1,5,1982,2.87,1,0,60800.0
4,72.0,4,2,2021,2.24,2,0,159800.0
3,56.1,4,3,1979,0.75,2,1,105300.0
4,48.9,2,1,1993,1.05,1,1,60100.0
6,80.3,2,1,1979,0.94,1,1,63100.0
6,83.8,2,6,2010,0.44,1,1,122300.0
1,61.0,3,0,2000,1.05,1,1,130300.0
6,55.5,2,6,1982,0.1,1,1,48800.0
6,49.2,4,0,1972,0.21,1,1,59400.0
3,79.6,3,5,2019,3.27,1,1,151200.0
6,49.9,5,2,2021,2.09,2,1,122000.0
1,126.0,1,7,2003,0.82,1,0,258100.0
2,59.7,2,5,2018,1.09,1,1,118200.0
3,30.0,5,10,1997,0.69,1,1,71800.0
2,69.2,4,1,1988,2.03,1,1,128000.0
3,68.2,1,7,1992,2.3,1,1,75600.0
5,97.8,5,4,2014,2.16,1,1,186700.0
4,77.2,1,7,2001,1.92,1,1,96700.0
5,49.2,2,7,1982,0.34,2,1,59100.0
6,62.8,4,5,2002,0.62,2,0,101400.0
2,78.2,1,1,2003,0.95,1,0,130400.0
6,30.0,5,7,2002,0.6,1,1,65600.0
4,103.5,2,10,1974,2.11,1,1,91400.0
3,49.2,2,5,1972,0.6,2,0,67600.0
4,105.4,5,5,1976,0.22,1,0,202300.0
1,79.8,5,7,1993,0.76,2,1,227000.0
4,85.7,1,0,1991,5.0,1,1,62100.0
1,98.7,3,1,2014,0.38,1,1,295200.0
4,84.3,2,8,1992,1.42,1,1,89200.0
1,86.8,1,10,1999,0.85,2,0,144400.0
2,65.9,5,7,1987,0.11,2,1,170700.0
6,79.3,1,6,2001,1.0,1,0,81900.0
6,55.3,5,6,2022,1.82,1,0,121800.0
5,61.4,4,4,1976,1.08,1,1,79700.0
6,119.1,5,1,2002,3.08,1,1,188300.0
3,49.8,5,10,1974,0.51,2,0,113000.0
4,73.9,5,5,2018,0.14,2,0,217400.0
5,72.8,3,9,1997,4.14,2,1,85100.0
3,62.2,5,2,1977,0.71,2,1,136200.0
3,82.9,2,3,1984,1.29,1,0,86700.0
1,84.7,2,9,2021,2.36,2,1,190500.0
6,46.9,1,10,1973,0.59,2,0,38800.0
2,72.5,3,1,2003,1.89,1,1,145500.0
2,42.9,1,1,1974,0.22,2,1,65300.0
5,89.7,2,7,2002,0.52,1,1,122500.0
2,74.4,2,7,1974,0.23,2,1,117100.0
4,72.1,4,9,2007,2.5,1,1,120900.0
2,86.5,5,5,2003,0.38,1,1,245900.0
5,63.1,2,4,1995,1.9,2,0,64600.0
2,92.9,1,7,1970,4.3,1,0,93800.0
4,46.3,1,3,1973,1.13,1,1,49800.0
1,105.3,5,10,2008,1.16,1,0,294200.0
